stift_kode,Stift,provsti_kode,Provsti,sognekode,Sogn
1,Københavns Stift,104,Nørrebro Provsti,7050,Anna Sogn
1,Københavns Stift,104,Nørrebro Provsti,7011,Bethlehem Sogn
1,Københavns Stift,104,Nørrebro Provsti,9161,Blågårdens Sogn
1,Københavns Stift,104,Nørrebro Provsti,7053,Kingo-Samuel Sogn
1,Københavns Stift,104,Nørrebro Provsti,7051,Sankt Stefans Sogn
1,Københavns Stift,104,Nørrebro Provsti,9169,Simeon-Sankt Johannes Sogn
1,Københavns Stift,106,Frederiksberg Provsti,7105,Flintholm Sogn
1,Københavns Stift,106,Frederiksberg Provsti,9181,Frederiksberg Sogn
1,Københavns Stift,106,Frederiksberg Provsti,7108,Godthaabs Sogn
1,Københavns Stift,106,Frederiksberg Provsti,7104,Lindevang Sogn
1,Københavns Stift,106,Frederiksberg Provsti,7107,Mariendals Sogn
1,Københavns Stift,106,Frederiksberg Provsti,7102,Sankt Lukas Sogn
1,Københavns Stift,106,Frederiksberg Provsti,7109,Sankt Markus Sogn
1,Københavns Stift,106,Frederiksberg Provsti,7106,Sankt Thomas Sogn
1,Københavns Stift,106,Frederiksberg Provsti,7103,Solbjerg Sogn
1,Københavns Stift,107,Bornholms Provsti,7560,Allinge-Sandvig Sogn
1,Københavns Stift,107,Bornholms Provsti,7570,Bodilsker Sogn
1,Københavns Stift,107,Bornholms Provsti,7568,Christiansø Sogn
1,Københavns Stift,107,Bornholms Provsti,7566,Gudhjem Sogn
1,Københavns Stift,107,Bornholms Provsti,7557,Hasle Sogn
1,Københavns Stift,107,Bornholms Provsti,7563,Ibsker Sogn
1,Københavns Stift,107,Bornholms Provsti,7561,Klemensker Sogn
1,Københavns Stift,107,Bornholms Provsti,7553,Knudsker Sogn
1,Københavns Stift,107,Bornholms Provsti,7571,Nexø Sogn
1,Københavns Stift,107,Bornholms Provsti,7556,Nyker Sogn
1,Københavns Stift,107,Bornholms Provsti,7555,Nylarsker Sogn
1,Københavns Stift,107,Bornholms Provsti,7559,Olsker Sogn
1,Københavns Stift,107,Bornholms Provsti,7573,Pedersker Sogn
1,Københavns Stift,107,Bornholms Provsti,7572,Poulsker Sogn
1,Københavns Stift,107,Bornholms Provsti,7558,Rutsker Sogn
1,Københavns Stift,107,Bornholms Provsti,7562,Rø Sogn
1,Københavns Stift,107,Bornholms Provsti,7552,Rønne Sogn
1,Københavns Stift,107,Bornholms Provsti,7564,Svaneke Sogn
1,Københavns Stift,107,Bornholms Provsti,7554,Vestermarie Sogn
1,Københavns Stift,107,Bornholms Provsti,7565,Østerlarsker Sogn
1,Københavns Stift,107,Bornholms Provsti,7567,Østermarie Sogn
1,Københavns Stift,107,Bornholms Provsti,7569,Aaker Sogn
1,Københavns Stift,110,Bispebjerg-Brønshøj Provsti,7061,Ansgarkirkens Sogn
1,Københavns Stift,110,Bispebjerg-Brønshøj Provsti,9182,Bellahøj-Utterslev Sogn
1,Københavns Stift,110,Bispebjerg-Brønshøj Provsti,7064,Bispebjerg Sogn
1,Københavns Stift,110,Bispebjerg-Brønshøj Provsti,7068,Brønshøj Sogn
1,Københavns Stift,110,Bispebjerg-Brønshøj Provsti,7065,Emdrup Sogn
1,Københavns Stift,110,Bispebjerg-Brønshøj Provsti,7067,Husum Sogn
1,Københavns Stift,110,Bispebjerg-Brønshøj Provsti,7070,Husumvold Sogn
1,Københavns Stift,110,Bispebjerg-Brønshøj Provsti,7062,Kapernaums Sogn
1,Københavns Stift,110,Bispebjerg-Brønshøj Provsti,7063,Tagensbo Sogn
1,Københavns Stift,110,Bispebjerg-Brønshøj Provsti,9133,Tingbjerg Sogn
1,Københavns Stift,111,Valby-Vanløse Provsti,7059,Advents Sogn
1,Københavns Stift,111,Valby-Vanløse Provsti,7060,Grøndals Sogn
1,Københavns Stift,111,Valby-Vanløse Provsti,7057,Hyltebjerg Sogn
1,Københavns Stift,111,Valby-Vanløse Provsti,7026,Timotheus Sogn
1,Københavns Stift,111,Valby-Vanløse Provsti,7024,Valby Sogn
1,Københavns Stift,111,Valby-Vanløse Provsti,9190,Valby Søndre Sogn
1,Københavns Stift,111,Valby-Vanløse Provsti,7058,Vanløse Sogn
1,Københavns Stift,111,Valby-Vanløse Provsti,7027,Vigerslev Sogn
1,Københavns Stift,111,Valby-Vanløse Provsti,7028,Aalholm Sogn
1,Københavns Stift,112,Amagerbro Provsti,7085,Allehelgens Sogn
1,Københavns Stift,112,Amagerbro Provsti,7081,Christians Sogn
1,Københavns Stift,112,Amagerbro Provsti,7086,Filips Sogn
1,Københavns Stift,112,Amagerbro Provsti,7088,Højdevangs Sogn
1,Københavns Stift,112,Amagerbro Provsti,9345,Islands Brygges Sogn
1,Københavns Stift,112,Amagerbro Provsti,7083,Nathanaels Sogn
1,Københavns Stift,112,Amagerbro Provsti,7089,Simon Peters Sogn
1,Københavns Stift,112,Amagerbro Provsti,7090,Solvang Sogn
1,Københavns Stift,112,Amagerbro Provsti,7084,Sundby Sogn
1,Københavns Stift,112,Amagerbro Provsti,7087,Sundkirkens Sogn
1,Københavns Stift,112,Amagerbro Provsti,7082,Vor Frelsers Sogn
1,Københavns Stift,112,Amagerbro Provsti,9352,Ørestad Sogn
1,Københavns Stift,113,Amagerland Provsti,7193,Dragør Sogn
1,Københavns Stift,113,Amagerland Provsti,7191,Kastrup Sogn
1,Københavns Stift,113,Amagerland Provsti,9081,Korsvejens Sogn
1,Københavns Stift,113,Amagerland Provsti,9140,Skelgårds Sogn
1,Københavns Stift,113,Amagerland Provsti,7192,Store Magleby Sogn
1,Københavns Stift,113,Amagerland Provsti,7190,Tårnby Sogn
1,Københavns Stift,114,Vor Frue-Vesterbro Provsti,9164,Fredens-Nazaret Sogn
1,Københavns Stift,114,Vor Frue-Vesterbro Provsti,7002,Helligånds Sogn
1,Københavns Stift,114,Vor Frue-Vesterbro Provsti,9346,Sankt Petri Tyske Menighed
1,Københavns Stift,114,Vor Frue-Vesterbro Provsti,9165,Sydhavn Sogn
1,Københavns Stift,114,Vor Frue-Vesterbro Provsti,7003,Trinitatis Sogn
1,Københavns Stift,114,Vor Frue-Vesterbro Provsti,9185,Vesterbro Sogn
1,Københavns Stift,114,Vor Frue-Vesterbro Provsti,9174,Vor Frue Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,7054,Aldersro Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,9175,Davids Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,7038,Frederiks Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,7037,Garnisons Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,7046,Hans Egedes Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,7036,Holmens Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,7041,Kastels Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,7055,Kildevælds Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,7066,Lundehus Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,7043,Rosenvængets Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,7044,Sankt Jakobs Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,7039,Sankt Pauls Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,7056,Sions Sogn
1,Københavns Stift,115,Holmens og Østerbro Provsti,7040,Østervold Sogn
2,Helsingør Stift,203,Gladsaxe-Herlev Provsti,7132,Bagsværd Sogn
2,Helsingør Stift,203,Gladsaxe-Herlev Provsti,9072,Buddinge Sogn
2,Helsingør Stift,203,Gladsaxe-Herlev Provsti,7130,Gladsaxe Sogn
2,Helsingør Stift,203,Gladsaxe-Herlev Provsti,9071,Haralds Sogn
2,Helsingør Stift,203,Gladsaxe-Herlev Provsti,7135,Herlev Sogn
2,Helsingør Stift,203,Gladsaxe-Herlev Provsti,9074,Lindehøj Sogn
2,Helsingør Stift,203,Gladsaxe-Herlev Provsti,7134,Mørkhøj Sogn
2,Helsingør Stift,203,Gladsaxe-Herlev Provsti,7136,Præstebro Sogn
2,Helsingør Stift,203,Gladsaxe-Herlev Provsti,7133,Stengård Sogn
2,Helsingør Stift,203,Gladsaxe-Herlev Provsti,7131,Søborggård Sogn
2,Helsingør Stift,203,Gladsaxe-Herlev Provsti,9068,Søborgmagle Sogn
2,Helsingør Stift,204,Gentofte Provsti,7114,Dyssegård Sogn
2,Helsingør Stift,204,Gentofte Provsti,7111,Gentofte Sogn
2,Helsingør Stift,204,Gentofte Provsti,7117,Hellerup Sogn
2,Helsingør Stift,204,Gentofte Provsti,7110,Helleruplund Sogn
2,Helsingør Stift,204,Gentofte Provsti,7112,Jægersborg Sogn
2,Helsingør Stift,204,Gentofte Provsti,7118,Maglegårds Sogn
2,Helsingør Stift,204,Gentofte Provsti,7115,Ordrup Sogn
2,Helsingør Stift,204,Gentofte Provsti,7116,Skovshoved Sogn
2,Helsingør Stift,204,Gentofte Provsti,7113,Vangede Sogn
2,Helsingør Stift,205,Glostrup Provsti,9084,Brøndby Strand Sogn
2,Helsingør Stift,205,Glostrup Provsti,7144,Brøndbyvester Sogn
2,Helsingør Stift,205,Glostrup Provsti,7145,Brøndbyøster Sogn
2,Helsingør Stift,205,Glostrup Provsti,7147,Glostrup Sogn
2,Helsingør Stift,205,Glostrup Provsti,7155,Herstedvester Sogn
2,Helsingør Stift,205,Glostrup Provsti,7148,Herstedøster Sogn
2,Helsingør Stift,205,Glostrup Provsti,9115,Nygårds Sogn
2,Helsingør Stift,205,Glostrup Provsti,9134,Opstandelseskirkens Sogn
2,Helsingør Stift,205,Glostrup Provsti,7149,Vallensbæk Sogn
2,Helsingør Stift,206,Helsingør Domprovsti,7443,Egebæksvang Sogn
2,Helsingør Stift,206,Helsingør Domprovsti,9240,Gurre Sogn
2,Helsingør Stift,206,Helsingør Domprovsti,7442,Hellebæk Sogn
2,Helsingør Stift,206,Helsingør Domprovsti,7441,Hornbæk Sogn
2,Helsingør Stift,206,Helsingør Domprovsti,9103,Mørdrup Sogn
2,Helsingør Stift,206,Helsingør Domprovsti,7438,Sankt Mariæ Sogn
2,Helsingør Stift,206,Helsingør Domprovsti,7437,Sankt Olai Sogn
2,Helsingør Stift,206,Helsingør Domprovsti,9098,Sthens Sogn
2,Helsingør Stift,206,Helsingør Domprovsti,7440,Tikøb Sogn
2,Helsingør Stift,206,Helsingør Domprovsti,7439,Vestervang Sogn
2,Helsingør Stift,207,Fredensborg Provsti,9334,Asminderød-Grønholt Sogn
2,Helsingør Stift,207,Fredensborg Provsti,7446,Humlebæk Sogn
2,Helsingør Stift,207,Fredensborg Provsti,7451,Hørsholm Sogn
2,Helsingør Stift,207,Fredensborg Provsti,7452,Karlebo Sogn
2,Helsingør Stift,207,Fredensborg Provsti,9145,Kokkedal Sogn
2,Helsingør Stift,207,Fredensborg Provsti,9080,Rungsted Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7454,Draaby Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7456,Ferslev Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7418,Frederikssund Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7413,Ganløse Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7453,Gerlev Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7423,Græse Sogn
2,Helsingør Stift,208,Frederikssund Provsti,9113,Islebjerg Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7427,Jørlunde Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7461,Krogstrup Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7460,Kyndby Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7185,Ledøje Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7419,Oppe Sundby Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7459,Selsø Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7424,Sigerslevvester Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7455,Skibby Sogn
2,Helsingør Stift,208,Frederikssund Provsti,9242,Skoven Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7458,Skuldelev Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7412,Slagslunde Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7421,Slangerup Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7186,Smørum Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7420,Snostrup Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7410,Stenløse Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7411,Veksø Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7457,Vellerup Sogn
2,Helsingør Stift,208,Frederikssund Provsti,7409,Ølstykke Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7396,Annisse Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7392,Blistrup Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7428,Esbønderup Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,9186,Frederiksværk-Vinderød Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7431,Gilleleje Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7432,Græsted Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7434,Helsinge Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7399,Kregme Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7407,Melby Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7433,Mårum Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7395,Ramløse Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7430,Søborg Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7394,Tibirke Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7408,Torup Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7435,Valby Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7393,Vejby Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,9243,Villingerød Sogn
2,Helsingør Stift,209,Frederiksværk Provsti,7400,Ølsted Sogn
2,Helsingør Stift,210,Rødovre-Hvidovre Provsti,7146,Avedøre Sogn
2,Helsingør Stift,210,Rødovre-Hvidovre Provsti,7138,Grøndalslund Sogn
2,Helsingør Stift,210,Rødovre-Hvidovre Provsti,7140,Hendriksholm Sogn
2,Helsingør Stift,210,Rødovre-Hvidovre Provsti,7141,Hvidovre Sogn
2,Helsingør Stift,210,Rødovre-Hvidovre Provsti,7139,Islev Sogn
2,Helsingør Stift,210,Rødovre-Hvidovre Provsti,7143,Risbjerg Sogn
2,Helsingør Stift,210,Rødovre-Hvidovre Provsti,7137,Rødovre Sogn
2,Helsingør Stift,210,Rødovre-Hvidovre Provsti,7142,Strandmarks Sogn
2,Helsingør Stift,211,Ballerup-Furesø Provsti,7187,Ballerup Sogn
2,Helsingør Stift,211,Ballerup-Furesø Provsti,7414,Farum Sogn
2,Helsingør Stift,211,Ballerup-Furesø Provsti,9239,Hareskov Sogn
2,Helsingør Stift,211,Ballerup-Furesø Provsti,7188,Måløv Sogn
2,Helsingør Stift,211,Ballerup-Furesø Provsti,9089,Pederstrup Sogn
2,Helsingør Stift,211,Ballerup-Furesø Provsti,7189,Skovlunde Sogn
2,Helsingør Stift,211,Ballerup-Furesø Provsti,7154,Værløse Sogn
2,Helsingør Stift,212,Kongens Lyngby Provsti,7120,Christians Sogn
2,Helsingør Stift,212,Kongens Lyngby Provsti,7119,Kongens Lyngby Sogn
2,Helsingør Stift,212,Kongens Lyngby Provsti,7123,Lundtofte Sogn
2,Helsingør Stift,212,Kongens Lyngby Provsti,7122,Sorgenfri Sogn
2,Helsingør Stift,212,Kongens Lyngby Provsti,7124,Taarbæk Sogn
2,Helsingør Stift,212,Kongens Lyngby Provsti,7121,Virum Sogn
2,Helsingør Stift,213,Hillerød Provsti,7402,Alsønderup Sogn
2,Helsingør Stift,213,Hillerød Provsti,7449,Blovstrød Sogn
2,Helsingør Stift,213,Hillerød Provsti,9155,Engholm Sogn
2,Helsingør Stift,213,Hillerød Provsti,7436,Frederiksborg Slotssogn
2,Helsingør Stift,213,Hillerød Provsti,9241,Gadevang Sogn
2,Helsingør Stift,213,Hillerød Provsti,9154,Grønnevang Sogn
2,Helsingør Stift,213,Hillerød Provsti,7406,Gørløse Sogn
2,Helsingør Stift,213,Hillerød Provsti,7415,Hillerød Sogn
2,Helsingør Stift,213,Hillerød Provsti,7404,Lille Lyngby Sogn
2,Helsingør Stift,213,Hillerød Provsti,7450,Lillerød Sogn
2,Helsingør Stift,213,Hillerød Provsti,7425,Lynge Sogn
2,Helsingør Stift,213,Hillerød Provsti,7429,Nødebo Sogn
2,Helsingør Stift,213,Hillerød Provsti,7416,Nørre Herlev Sogn
2,Helsingør Stift,213,Hillerød Provsti,7417,Præstevang Sogn
2,Helsingør Stift,213,Hillerød Provsti,7403,Skævinge Sogn
2,Helsingør Stift,213,Hillerød Provsti,7405,Strø Sogn
2,Helsingør Stift,213,Hillerød Provsti,7401,Tjæreby Sogn
2,Helsingør Stift,213,Hillerød Provsti,7426,Uggeløse Sogn
2,Helsingør Stift,213,Hillerød Provsti,7467,Ullerød Sogn
2,Helsingør Stift,213,Hillerød Provsti,7422,Uvelse Sogn
2,Helsingør Stift,214,Høje Taastrup Provsti,7162,Fløng Sogn
2,Helsingør Stift,214,Høje Taastrup Provsti,9083,Hedehusene Sogn
2,Helsingør Stift,214,Høje Taastrup Provsti,7152,Høje Taastrup Sogn
2,Helsingør Stift,214,Høje Taastrup Provsti,7151,Ishøj Sogn
2,Helsingør Stift,214,Høje Taastrup Provsti,7196,Reerslev Sogn
2,Helsingør Stift,214,Høje Taastrup Provsti,9094,Rønnevang Sogn
2,Helsingør Stift,214,Høje Taastrup Provsti,7184,Sengeløse Sogn
2,Helsingør Stift,214,Høje Taastrup Provsti,7150,Torslunde Sogn
2,Helsingør Stift,214,Høje Taastrup Provsti,7153,Taastrup Nykirke Sogn
2,Helsingør Stift,215,Rudersdal Provsti,9311,Birkerød Sogn
2,Helsingør Stift,215,Rudersdal Provsti,7448,Bistrup Sogn
2,Helsingør Stift,215,Rudersdal Provsti,7128,Gammel Holte Sogn
2,Helsingør Stift,215,Rudersdal Provsti,9310,Høsterkøb Sogn
2,Helsingør Stift,215,Rudersdal Provsti,7127,Ny Holte Sogn
2,Helsingør Stift,215,Rudersdal Provsti,7129,Nærum Sogn
2,Helsingør Stift,215,Rudersdal Provsti,7125,Søllerød Sogn
2,Helsingør Stift,215,Rudersdal Provsti,7126,Vedbæk Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7213,Dåstrup Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7210,Gadstrup Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7170,Gundsømagle Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7160,Himmelev Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7161,Hvedstrup Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7169,Jyllinge Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7168,Kirkerup Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7156,Roskilde Domsogn
3,Roskilde Stift,301,Roskilde Domprovsti,7157,Roskilde Søndre Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7159,Sankt Jørgensbjerg Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7198,Snoldelev Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7166,Svogerslev Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7211,Syv Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7197,Vindinge Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7158,Vor Frue Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7212,Ørsted Sogn
3,Roskilde Stift,301,Roskilde Domprovsti,7167,Ågerup Sogn
3,Roskilde Stift,302,Lejre Provsti,7172,Allerslev Sogn
3,Roskilde Stift,302,Lejre Provsti,7182,Gershøj Sogn
3,Roskilde Stift,302,Lejre Provsti,7164,Gevninge Sogn
3,Roskilde Stift,302,Lejre Provsti,7209,Glim Sogn
3,Roskilde Stift,302,Lejre Provsti,7163,Herslev Sogn
3,Roskilde Stift,302,Lejre Provsti,7173,Kirke Hvalsø Sogn
3,Roskilde Stift,302,Lejre Provsti,7179,Kirke Hyllinge Sogn
3,Roskilde Stift,302,Lejre Provsti,7178,Kirke Sonnerup Sogn
3,Roskilde Stift,302,Lejre Provsti,7175,Kirke Saaby Sogn
3,Roskilde Stift,302,Lejre Provsti,7176,Kisserup Sogn
3,Roskilde Stift,302,Lejre Provsti,7165,Kornerup Sogn
3,Roskilde Stift,302,Lejre Provsti,7180,Lyndby Sogn
3,Roskilde Stift,302,Lejre Provsti,7171,Osted Sogn
3,Roskilde Stift,302,Lejre Provsti,7208,Rorup Sogn
3,Roskilde Stift,302,Lejre Provsti,7177,Rye Sogn
3,Roskilde Stift,302,Lejre Provsti,7181,Sæby Sogn
3,Roskilde Stift,302,Lejre Provsti,7174,Særløse Sogn
3,Roskilde Stift,303,Køge Provsti,7537,Bjæverskov Sogn
3,Roskilde Stift,303,Køge Provsti,9117,Boholte Sogn
3,Roskilde Stift,303,Køge Provsti,7214,Borup Sogn
3,Roskilde Stift,303,Køge Provsti,7216,Ejby Sogn
3,Roskilde Stift,303,Køge Provsti,7539,Gørslev Sogn
3,Roskilde Stift,303,Køge Provsti,7540,Herfølge Sogn
3,Roskilde Stift,303,Køge Provsti,7218,Højelse-Ølby Sogn
3,Roskilde Stift,303,Køge Provsti,7215,Kimmerslev Sogn
3,Roskilde Stift,303,Køge Provsti,7206,Køge Sogn
3,Roskilde Stift,303,Køge Provsti,7492,Lellinge Sogn
3,Roskilde Stift,303,Køge Provsti,7536,Lidemark Sogn
3,Roskilde Stift,303,Køge Provsti,7217,Nørre Dalby Sogn
3,Roskilde Stift,303,Køge Provsti,7541,Sædder Sogn
3,Roskilde Stift,303,Køge Provsti,7538,Vollerslev Sogn
3,Roskilde Stift,303,Køge Provsti,7207,Ølsemagle Sogn
3,Roskilde Stift,304,Kalundborg Provsti,9315,Bregninge-Bjergsted-Alleshave Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7225,Buerup Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7239,Drøsselbjerg Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7235,Finderup Sogn
3,Roskilde Stift,304,Kalundborg Provsti,9323,Føllenslev-Særslev Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7234,Gierslev Sogn
3,Roskilde Stift,304,Kalundborg Provsti,9351,Gørlev-Bakkendrup Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7224,Hallenslev Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7254,Jorløse Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7238,Kirke Helsinge Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7222,Lille Fuglede Sogn
3,Roskilde Stift,304,Kalundborg Provsti,9066,Nyvangs Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7269,Raklev Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7226,Reerslev Sogn
3,Roskilde Stift,304,Kalundborg Provsti,9244,Reersø Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7273,Rørby Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7270,Røsnæs Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7257,Sejerø Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7232,Solbjerg Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7221,Store Fuglede Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7220,Svallerup Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7223,Sæby Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7271,Tømmerup Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7219,Ubby Sogn
3,Roskilde Stift,304,Kalundborg Provsti,9312,Viskinge-Avnsø Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7268,Vor Frue Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7253,Værslev Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7231,Ørslev Sogn
3,Roskilde Stift,304,Kalundborg Provsti,7272,Årby Sogn
3,Roskilde Stift,305,Holbæk Provsti,9177,Butterup-Tuse Sogn
3,Roskilde Stift,305,Holbæk Provsti,7295,Gislinge Sogn
3,Roskilde Stift,305,Holbæk Provsti,7294,Hagested Sogn
3,Roskilde Stift,305,Holbæk Provsti,9176,Hjembæk-Svinninge Sogn
3,Roskilde Stift,305,Holbæk Provsti,7300,Holmstrup Sogn
3,Roskilde Stift,305,Holbæk Provsti,7299,Jyderup Sogn
3,Roskilde Stift,305,Holbæk Provsti,7287,Kirke Eskilstrup Sogn
3,Roskilde Stift,305,Holbæk Provsti,7296,Kundby Sogn
3,Roskilde Stift,305,Holbæk Provsti,7279,Kvanløse Sogn
3,Roskilde Stift,305,Holbæk Provsti,7278,Nørre Jernløse Sogn
3,Roskilde Stift,305,Holbæk Provsti,7246,Orø Sogn
3,Roskilde Stift,305,Holbæk Provsti,7274,Sankt Nikolai Sogn
3,Roskilde Stift,305,Holbæk Provsti,9179,Skamstrup-Frydendal Sogn
3,Roskilde Stift,305,Holbæk Provsti,7286,Soderup Sogn
3,Roskilde Stift,305,Holbæk Provsti,9189,Stigs Bjergby-Mørkøv Sogn
3,Roskilde Stift,305,Holbæk Provsti,7288,Store Tåstrup Sogn
3,Roskilde Stift,305,Holbæk Provsti,7280,Sønder Jernløse Sogn
3,Roskilde Stift,305,Holbæk Provsti,7281,Søstrup Sogn
3,Roskilde Stift,305,Holbæk Provsti,9192,Tuse Næs Sogn
3,Roskilde Stift,305,Holbæk Provsti,7275,Tveje Merløse Sogn
3,Roskilde Stift,305,Holbæk Provsti,7284,Tølløse Sogn
3,Roskilde Stift,305,Holbæk Provsti,7289,Ugerløse Sogn
3,Roskilde Stift,305,Holbæk Provsti,9325,Undløse-Søndersted Sogn
3,Roskilde Stift,305,Holbæk Provsti,9292,Vipperød Sogn
3,Roskilde Stift,306,Odsherred Provsti,7266,Asnæs Sogn
3,Roskilde Stift,306,Odsherred Provsti,7264,Egebjerg Sogn
3,Roskilde Stift,306,Odsherred Provsti,7267,Fårevejle Sogn
3,Roskilde Stift,306,Odsherred Provsti,7265,Grevinge Sogn
3,Roskilde Stift,306,Odsherred Provsti,7261,Højby Sogn
3,Roskilde Stift,306,Odsherred Provsti,7256,Hørve Sogn
3,Roskilde Stift,306,Odsherred Provsti,9246,Lumsås Sogn
3,Roskilde Stift,306,Odsherred Provsti,7258,Nykøbing Sj Sogn
3,Roskilde Stift,306,Odsherred Provsti,7263,Nørre Asmindrup Sogn
3,Roskilde Stift,306,Odsherred Provsti,7260,Odden Sogn
3,Roskilde Stift,306,Odsherred Provsti,7259,Rørvig Sogn
3,Roskilde Stift,306,Odsherred Provsti,7255,Vallekilde Sogn
3,Roskilde Stift,306,Odsherred Provsti,7262,Vig Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7388,Alsted Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7364,Benløse Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7391,Bjernede Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7343,Bringstrup Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7339,Bromme Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7372,Farendløse Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7389,Fjenneslev Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7340,Gyrstinge Sogn
